sampleID,read_count,Lactobacillus_crispatus,Lactobacillus_iners,Lactobacillus_gasseri,g_Lactobacillus,Lactobacillus_jensenii,Atopobium_vaginae,Prevotella_bivia,Lactobacillus_delbrueckii,g_Streptococcus,g_Megasphaera,g_Alloscardovia,Sneathia_amnii,None,g_Anaerococcus,Prevotella_timonensis,g_Enterococcus,g_Peptoniphilus,Prevotella_buccalis,g_Limosilactobacillus,f_Veillonellaceae,Sneathia_sanguinegens,g_Aerococcus,BVAB1,g_Parvimonas,c_Bacteroidia,Prevotella_colorans,g_Fusobacterium,g_Dialister,Atopobium_Coriobacteriaceae,g_Staphylococcus,c_Bacilli,g_Anaeroglobus,g_Prevotella_7,BVAB2/BVAB3,g_Actinotignum,g_Howardella,g_Pseudoramibacter,Prevotella_amnii,g_Atopobium,g_Finegoldia,g_Muribaculaceae,Prevotella_disiens,Atopobium_unidentified,g_Bifidobacterium,g_DNF00809,g_Solobacterium,g_Actinomyces,g_Saccharimonadales,Prevotella_bacterium,g_Peptostreptococcus,g_Gemella,f_Prevotellaceae,g_Mobiluncus,g_Bacteroides,g_Fenollaria,g_Corynebacterium,g_Porphyromonas,g_Veillonella,g_Peptococcus,g_Cutibacterium,g_Mycoplasma,Prevotella_oulorum,g_Escherichia-Shigella,g_Ureaplasma,g_W5053,g_Pyramidobacter,g_Varibaculum,Gardnerella_vaginalis,Prevotella_bergensis,g_Slackia,Atopobium_sp.,g_Campylobacter,g_Clostridium_sensu_stricto_1,g_Actinobaculum,g_Lachnoanaerobaculum,g_Arcanobacterium,g_Lentilactobacillus,g_Alloprevotella,Atopobium_rimae,f_Lactobacillaceae,Lactobacillus_bacterium,g_Lacticaseibacillus,g_Bulleidia,Lactobacillus_paragasseri,g_Companilactobacillus,Prevotella_nigrescens,c_Clostridia,g_Prevotella,Fastidiosipila_bacterium,g_Sutterella,o_Micrococcales,Gardnerella_bacterium,Atopobium_minutum,g_Brevibacterium,g_Olsenella,Prevotella_salivae,g_Ezakiella,g_Murdochiella,Lactobacillus_metagenome,g_Gallicola,f_Lachnospiraceae,g_Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Lactobacillus_Bacillus,Lactobacillus_ultunensis,Prevotella_nanceiensis,g_S5-A14a,g_Blautia,g_Ruminococcus,g_Ligilactobacillus,g_Chryseobacterium,g_Eggerthia,g_Rhodanobacter,Lactobacillus_Firmicutes,g_Rikenellaceae_RC9_gut_group,g_Citrobacter,o_Bacteroidales,g_Clostridia_UCG-014,o_Corynebacteriales,p_Firmicutes,I-A_sim,I-B_sim,II_sim,III-A_sim,III-B_sim,IV-A_sim,IV-B_sim,IV-C0_sim,IV-C1_sim,IV-C2_sim,IV-C3_sim,IV-C4_sim,V_sim,subCST,score,CST
3445-299-MS28F,18231.0,17950.0,36.0,0.0,0.0,118.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,16.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9991724218871358,0.8999130106553955,0.004367908133711692,0.0027103501325151024,0.09881305445764937,0.0013811963900537373,0.010008036984978156,0.040788642354023213,0.006284318135076854,0.026295513134306617,0.002530757831805741,0.006782362992353871,0.029054910964377925,I-A,0.9991724218871358,I
3445-300-MS28F,32930.0,31143.0,685.0,122.0,0.0,64.0,99.0,168.0,0.0,6.0,0.0,0.0,0.0,0.0,194.0,168.0,0.0,12.0,0.0,28.0,0.0,46.0,0.0,0.0,96.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9993146137934014,0.922090747747812,0.007276894922050895,0.012794578993702944,0.11148977487140088,0.0027971759292357693,0.013108316816329896,0.0447224432081344,0.006950603350377173,0.02698499235703211,0.0027241771737554705,0.009240149694783279,0.031927264107728545,I-A,0.9993146137934014,I
3445-302-MS28F,45938.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43824.0,0.0,1620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.612465902952208e-05,0.0008374706487689779,0.004372804344555909,1.679782636004691e-05,0.00015196157521777013,2.4338749854935877e-07,2.0456735307985824e-05,0.03026329789442077,0.0050788109400452825,3.343178986713675e-06,0.004782408635329161,0.003012735989018832,0.0004522830219799082,IV-C0,0.03026329789442077,IV-C
3445-304-MS28F,58016.0,0.0,77.0,0.0,0.0,0.0,0.0,37239.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,16157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2828.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1292.0,0.0,0.0,379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002515977739406619,0.003413056138824264,0.002727565938651878,0.0012968552728704684,0.004106395136993462,0.0013250335373810342,0.008641853200149653,0.06402535058808273,0.004924632362515604,0.2471409052069912,0.015116612773377447,0.015781770154438154,0.0032814807721641194,IV-C2,0.2471409052069912,IV-C
3445-305-MS28F,53726.0,49662.0,0.0,0.0,0.0,0.0,0.0,1261.0,0.0,2319.0,0.0,0.0,0.0,8.0,0.0,0.0,317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9958567554753657,0.9273855519813303,0.0049150394642216875,0.0017600327766236642,0.10104544216401093,0.0014344400650393898,0.010720931535871977,0.047033243618541484,0.029408025515386613,0.031482725796397236,0.007357966736383291,0.009547702393469804,0.026805466328567513,I-A,0.9958567554753657,I
3446-306-MS28F,91012.0,0.0,90965.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024507961294656954,0.04248913349696596,0.045262829879628604,0.9897275680135272,0.7747960987406477,0.050828236841665465,0.10909453413055953,0.07090780887012942,0.017143757455997808,0.011387139360786103,0.0009106877087327297,0.117693520545443,0.2299534581918509,III-A,0.9897275680135272,III
3446-308-MS28F,82018.0,0.0,81673.0,0.0,3.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,23.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,24.0,16.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,23.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002450797827543325,0.04254418051568568,0.04534098959028713,0.9904067004899773,0.7770115592382953,0.051002056412060716,0.10947782056746715,0.0712356012565166,0.017175416334834916,0.011405226601839097,0.0009178801350903421,0.11797665111807056,0.23046863625987168,III-A,0.9904067004899773,III
3446-310-MS28F,50732.0,134.0,50079.0,0.0,0.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,30.0,0.0,8.0,0.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,28.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003796692158041367,0.04404180841213016,0.0455214268021442,0.9918843630297464,0.7829327139532327,0.05147242945738273,0.1105870440783212,0.07194957997034798,0.017246222644729567,0.011520372930088762,0.00092560735303527,0.11866032628609646,0.23177347685307875,III-A,0.9918843630297464,III
3446-314-MS28F,100621.0,99828.0,130.0,0.0,0.0,470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9986787598895978,0.8956107873785879,0.004276195719431509,0.0023211099557580973,0.09802553168353295,0.0013150194803919003,0.009806122005427754,0.0400552205136275,0.006205653661183325,0.026197558481845386,0.002467898217325247,0.006639950193409109,0.028005321882853273,I-A,0.9986787598895978,I
3446-315-MS28F,36051.0,34628.0,0.0,0.0,0.0,768.0,0.0,57.0,0.0,408.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,34.0,0.0,51.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9996335266202657,0.9132265655481455,0.004475643312866925,0.0020025567914019413,0.09930488565562254,0.001340962435540785,0.010117777815196741,0.04230955367138668,0.011947695546583368,0.026914452625914586,0.0036628567305815357,0.007363710031906973,0.03561203858392841,I-A,0.9996335266202657,I
3446-316-MS28F,37908.0,45.0,25.0,0.0,0.0,0.0,0.0,615.0,0.0,33085.0,0.0,0.0,0.0,6.0,2458.0,0.0,0.0,428.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,707.0,0.0,0.0,0.0,18.0,60.0,0.0,0.0,0.0,306.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011059426483117066,0.008432559636746625,0.013165593695042024,0.003779362726205154,0.01714797740218217,0.0027507357692823685,0.010229798633345262,0.07942727654393202,0.9326715909932434,0.03157019104116996,0.10756804940923274,0.05887952720509329,0.0035115791239802344,IV-C1,0.9326715909932434,IV-C
3446-318-MS28F,35194.0,77.0,21986.0,0.0,0.0,0.0,56.0,11.0,0.0,0.0,5816.0,0.0,2209.0,0.0,0.0,730.0,0.0,39.0,0.0,0.0,0.0,143.0,171.0,0.0,141.0,0.0,865.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,658.0,0.0,0.0,0.0,1700.0,0.0,0.0,0.0,0.0,78.0,0.0,60.0,0.0,0.0,344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037682229039470456,0.044787496905797926,0.04752149661552859,0.8296724940867364,0.8693569596967157,0.0911295205531354,0.16069744320874993,0.1068780659572969,0.017965933292626118,0.012452355184952349,0.001231530159342964,0.13653783655552268,0.25621319933169107,III-B,0.8693569596967157,III
3446-320-MS28F,23811.0,37.0,7241.0,0.0,0.0,0.0,217.0,0.0,0.0,0.0,2914.0,0.0,3814.0,162.0,97.0,611.0,0.0,279.0,0.0,0.0,0.0,665.0,22.0,0.0,642.0,0.0,0.0,66.0,345.0,0.0,0.0,0.0,0.0,0.0,4558.0,0.0,0.0,0.0,1186.0,0.0,0.0,0.0,0.0,145.0,0.0,91.0,0.0,0.0,118.0,0.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,5.0,0.0,0.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027143567128400177,0.030297022765077977,0.033057956265231406,0.3812126774953899,0.4858650417411557,0.11936300933906209,0.18972156024845283,0.13062705774743932,0.012921376274584949,0.00902343442334745,0.0013876115234503006,0.1031477563956024,0.17306336865707772,III-B,0.4858650417411557,III
3446-321-MS28F,27403.0,0.0,15495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2905.0,4780.0,0.0,1121.0,0.0,0.0,0.0,0.0,0.0,1355.0,0.0,0.0,0.0,0.0,248.0,74.0,0.0,0.0,0.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,0.0,0.0,0.0,0.0,173.0,0.0,449.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002082095312065656,0.04142790320685682,0.04645442058910708,0.7568433931278843,0.8264872548432365,0.07126866793617087,0.15150346512247823,0.11185824165162235,0.017562363290209677,0.01158709065620468,0.0011597353727368011,0.13486025700185983,0.24990762701465907,III-B,0.8264872548432365,III
3446-323-MS28F,22521.0,22519.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9979936095868437,0.8908536530405123,0.004193351905186675,0.0015918584641772362,0.09689299644014444,0.0012437308930120005,0.009604520392363165,0.0396332778721223,0.006158112131441528,0.02608892445497135,0.002453965957003576,0.006445313659927344,0.025703277101121635,I-A,0.9979936095868437,I
3446-324-MS28F,31735.0,30978.0,50.0,0.0,0.0,307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,113.0,0.0,66.0,0.0,24.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9995592292715718,0.9045453532617899,0.004409840483615787,0.0025720688543860947,0.09906583082741648,0.0014549061033922572,0.010152294557965423,0.04127126373480861,0.006317747216116514,0.026383821145445987,0.0025341423326552823,0.006798753408960417,0.030503004669029228,I-A,0.9995592292715718,I
3446-325-MS28F,44828.0,42143.0,0.0,0.0,0.0,1774.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,201.0,376.0,0.0,84.0,0.0,33.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,29.0,0.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9984743703716762,0.9239589347811595,0.0045597148368861,0.0023004500386739047,0.10035980464066109,0.0014932860348511557,0.010495460002799765,0.043193107559439795,0.006455733074156933,0.026793071515884274,0.0026302292408721855,0.006967150588678441,0.044601294909223356,I-A,0.9984743703716762,I
3446-327-MS28F,15571.0,71.0,8070.0,0.0,0.0,0.0,105.0,2092.0,0.0,81.0,136.0,0.0,0.0,0.0,306.0,279.0,0.0,366.0,0.0,0.0,0.0,57.0,2146.0,0.0,0.0,0.0,35.0,0.0,513.0,0.0,0.0,0.0,0.0,23.0,31.0,0.0,12.0,0.0,0.0,0.0,113.0,15.0,343.0,213.0,0.0,112.0,0.0,23.0,0.0,0.0,0.0,267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005690457759495479,0.04621185346386428,0.04743011206076455,0.7089954384694622,0.8236019623788416,0.0751974102553847,0.16674200561932442,0.15590382596024602,0.025356217338449304,0.012649672550333488,0.01028844134385132,0.14019025509215044,0.2515951358048182,III-B,0.8236019623788416,III
3446-329-MS28F,22795.0,45.0,5502.0,0.0,0.0,0.0,3943.0,2370.0,0.0,0.0,168.0,0.0,0.0,0.0,321.0,654.0,0.0,530.0,0.0,0.0,0.0,415.0,2069.0,0.0,220.0,0.0,93.0,287.0,1289.0,163.0,0.0,0.0,202.0,670.0,249.0,0.0,0.0,81.0,0.0,0.0,205.0,137.0,337.0,647.0,0.0,318.0,7.0,43.0,0.0,393.0,311.0,423.0,0.0,288.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,201.0,0.0,0.0,0.0,17.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030810887435869672,0.02904325939830804,0.03339271652997938,0.30384860766953203,0.41683510005764113,0.11361511324457395,0.2606725222874327,0.21236140455073987,0.015496872396132724,0.009790978607060855,0.009398848637989702,0.10001540007477368,0.15874452716740983,III-B,0.41683510005764113,III
3446-330-MS28F,44700.0,25.0,5548.0,0.0,27.0,0.0,4993.0,2470.0,0.0,0.0,1022.0,0.0,0.0,5.0,1542.0,801.0,0.0,1667.0,36.0,0.0,2588.0,1993.0,1723.0,0.0,801.0,0.0,231.0,1592.0,1823.0,732.0,0.0,5.0,3484.0,3460.0,144.0,0.0,11.0,56.0,0.0,0.0,384.0,802.0,190.0,1102.0,0.0,340.0,62.0,68.0,0.0,584.0,726.0,752.0,4.0,1746.0,27.0,140.0,0.0,108.0,0.0,0.0,0.0,380.0,0.0,0.0,0.0,118.0,203.0,24.0,0.0,0.0,0.0,86.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013023091228393801,0.01673601318975072,0.021096289317632605,0.14624426810959368,0.20755679139365493,0.10186698642751348,0.20279637302089418,0.23478777340851717,0.01108728460786453,0.006283549732024081,0.006712322501992405,0.06012746309772313,0.08915658312265701,IV-C0,0.23478777340851717,IV-C
