sampleID,read_count,Lactobacillus_crispatus,Lactobacillus_iners,Lactobacillus_jensenii,g_Lactobacillus,Lactobacillus_gasseri,g_Streptococcus,g_Anaerococcus,Prevotella_amnii,Prevotella_bivia,Prevotella_timonensis,BVAB1,g_Peptoniphilus,g_Megasphaera,g_Ureaplasma,g_Finegoldia,Prevotella_colorans,Sneathia_amnii,g_Limosilactobacillus,g_Dialister,g_Corynebacterium,g_Actinotignum,Atopobium_vaginae,g_Fusobacterium,g_Prevotella_7,g_Aerococcus,g_Varibaculum,g_Veillonella,g_Parvimonas,g_Ezakiella,g_Staphylococcus,g_Porphyromonas,g_Saccharimonadales,f_Veillonellaceae,g_Actinomyces,g_Methylobacterium-Methylorubrum,Prevotella_buccalis,BVAB2/BVAB3,Sneathia_sanguinegens,g_Fenollaria,Prevotella_disiens,g_DNF00809,g_[Eubacterium]_coprostanoligenes_group,g_Alloprevotella,g_Sutterella,g_Clostridium_sensu_stricto_1,g_Fretibacterium,Prevotella_bacterium,g_Mycoplasma,Prevotella_salivae,g_Treponema,o_Bacteroidales,g_Burkholderia-Caballeronia-Paraburkholderia,g_Facklamia,Gardnerella_bacterium,g_Erysipelotrichaceae_UCG-006,g_Phyllobacterium,g_Escherichia-Shigella,Gardnerella_vaginalis,g_Peptostreptococcus,g_Muribaculaceae,g_Oligella,f_Propionibacteriaceae,g_Rikenellaceae_RC9_gut_group,g_Actinobaculum,g_Solobacterium,g_Campylobacter,Prevotella_oulorum,g_Ligilactobacillus,g_Prevotella,g_Lentimicrobium,g_Blastococcus,g_Turicella,g_Catonella,g_Brevundimonas,g_Bacteroides,Prevotella_sp.,g_Selenomonas,g_Gemella,g_Sphingopyxis,Lactobacillus_paragasseri,g_Tannerella,g_Weeksella,g_Mobiluncus,g_Cutibacterium,g_Bradyrhizobium,g_0319-6G20,g_Craurococcus-Caldovatus,g_Bulleidia,f_Micrococcaceae,g_Enterococcus,g_Lacticaseibacillus,g_Geodermatophilus,g_Chloroplast,g_Brevibacterium,g_Brachybacterium,f_Enterobacteriaceae,g_Trueperella,g_Oribacterium,Atopobium_unidentified,g_Kocuria,f_Microbacteriaceae,g_Pelomonas,g_uncultured,g_Haemophilus,g_Roseomonas,Prevotella_unidentified,g_Howardella,o_Lactobacillales,g_Helcococcus,Fastidiosipila_sanguinis,g_Curtobacterium,g_Sphingobium,Prevotella_aurantiaca,f_Lachnospiraceae,g_Acinetobacter,g_Clostridia_UCG-014,g_Bilophila,g_Arcanobacterium,g_Elizabethkingia,g_Polaromonas,g_Stenotrophomonas,Atopobium_sp.,Atopobium_rimae,g_Acidovorax,Prevotella_bergensis,g_[Eubacterium]_nodatum_group,Lactobacillus_bacterium,g_Chthonomonadales,g_Parcubacteria,g_Rubellimicrobium,g_Flavobacterium,g_Aeromicrobium,f_Rhizobiaceae,g_Eubacterium,f_Aerococcaceae,I-A_sim,I-B_sim,II_sim,III-A_sim,III-B_sim,IV-A_sim,IV-B_sim,IV-C0_sim,IV-C1_sim,IV-C2_sim,IV-C3_sim,IV-C4_sim,V_sim,subCST,score,CST
4985-B87-MS28F-388R,19511.0,19281.0,94.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9988687020788665,0.8978076013028221,0.00523998847752044,0.004040366709120688,0.1000167860899011,0.0014934485600838917,0.01018531065842376,0.04046325152051942,0.006286729821003204,0.02628809563845304,0.002478095870215164,0.007021384593682548,0.026862091823980333,I-A,0.9988687020788665,I
4985-B9-MS28F-388R,22531.0,22496.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9981176488517697,0.8916700751711085,0.004207311881934267,0.0017251974175487778,0.09710041165315328,0.001257973743563751,0.009641446159741655,0.03970772448326635,0.0061660419479057675,0.026106833250485878,0.0024556494277749316,0.00647916921863935,0.025774454850330978,I-A,0.9981176488517697,I
4985-M183-MS28F-388R,14321.0,1738.0,0.0,0.0,7.0,46.0,0.0,1477.0,0.0,1421.0,5420.0,0.0,1612.0,0.0,30.0,267.0,0.0,0.0,0.0,0.0,99.0,1178.0,0.0,0.0,0.0,0.0,847.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1163449251709312,0.14371698940544791,0.017773894407730473,0.0011268133208073036,0.032263134629701866,0.024126171747213113,0.0448101484640126,0.18713072422832866,0.009855767687312562,0.008533832603557074,0.009167326896964702,0.01015340989964838,0.014063098413285185,IV-C0,0.18713072422832866,IV-C
4985-M189-MS28F-388R,11450.0,11443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9980373508937077,0.8911310169162986,0.004194109446205656,0.0015919302996096,0.09691694348941347,0.0012441348587364258,0.009607944324089339,0.039652732066187135,0.0061592597670425235,0.026094184184238173,0.0024544419505380033,0.00644722114462303,0.025709911404113377,I-A,0.9980373508937077,I
4985-M191-MS28F-388R,13909.0,0.0,12225.0,0.0,0.0,0.0,0.0,0.0,0.0,640.0,53.0,0.0,39.0,307.0,0.0,9.0,19.0,0.0,0.0,146.0,6.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,15.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002457368807071667,0.044098507747904477,0.04744437478695499,0.9938738441803967,0.843179657773139,0.05820288740415656,0.12288550407397705,0.08400182277754752,0.018150729099543374,0.012031651731040283,0.0018444471591073529,0.12703811471242704,0.24586740311608563,III-A,0.9938738441803967,III
4985-M194-MS28F-388R,10097.0,10097.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9979860549729969,0.890806234806954,0.004193120798228796,0.001591838274619293,0.09688888141773822,0.0012435733627322104,0.009603581466816108,0.03962959560311968,0.006157886046678988,0.026088025338772303,0.0024538645701809958,0.00644497651882607,0.025702102476725348,I-A,0.9979860549729969,I
4985-M201-MS28F-388R,10832.0,0.0,10712.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024508941183493675,0.04263647536351302,0.045461698320491385,0.9915562996248649,0.781065308322269,0.0512466361541538,0.11004404891857936,0.07169794130534062,0.017569601481126837,0.011454755196989696,0.0009835765242462743,0.11852588026526574,0.23139485595320772,III-A,0.9915562996248649,III
4985-M203-MS28F-388R,11140.0,0.0,11133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024499412308013275,0.0424884223297819,0.045266458287457755,0.9897500924501414,0.774862757988046,0.05083271935678001,0.10910504197313572,0.07091796249053031,0.01714515105751181,0.011387743108473387,0.0009107517811341734,0.11770228625373229,0.22996866908290098,III-A,0.9897500924501414,III
4985-M204-MS28F-388R,10237.0,0.0,0.0,0.0,10060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031585195103830243,0.009025837845880248,0.00017352832665199297,0.00021907818684974097,0.0032268748860312503,3.511264033543289e-05,0.00011926052808595826,0.0001761369668005076,5.609365459910453e-06,3.394722676753143e-05,7.872639891984447e-06,6.627187843769393e-05,0.0012735641233806046,I-B,0.009025837845880248,I
4985-M211-MS28F-388R,12038.0,8.0,11594.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,23.0,0.0,49.0,0.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00281244071896099,0.0434816550209396,0.04617208147773314,0.9951453084085379,0.7971065729903526,0.05299961242498578,0.11411830243349551,0.07471303746898676,0.018377919182883368,0.011675728483377364,0.0012032812049722625,0.12073559057806833,0.23517126465910307,III-A,0.9951453084085379,III
4985-M212-MS28F-388R,13017.0,0.0,11340.0,1659.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031530700138679606,0.04795990937326567,0.04721789453052132,0.9861585067314255,0.8368699943686332,0.05526672664425103,0.11972089179853752,0.08052790885122126,0.017899946027990252,0.012213390571478905,0.0011132215814013615,0.12633476289040912,0.34260064038504107,III-A,0.9861585067314255,III
4985-M218-MS28F-388R,12255.0,0.0,0.0,0.0,9937.0,0.0,0.0,763.0,0.0,0.0,40.0,0.0,209.0,0.0,0.0,618.0,0.0,0.0,455.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032158552429413846,0.010407548854621895,0.0020606438703874804,0.0004626742653133197,0.004699847706699232,0.0009250834779804663,0.002378578805736209,0.013791021832704019,0.0019145264485794817,0.0003492625528253686,0.0015392172338947964,0.002112946604968954,0.0025111308508044728,IV-C0,0.013791021832704019,IV-C
4985-M220-MS28F-388R,9242.0,0.0,0.0,8731.0,93.0,258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005149417856102849,0.029218110165247637,0.01684265891766161,0.016782821369995517,0.016552144043021716,0.00016488478058508736,0.00329388380864834,0.007139776982073969,0.001987793685135573,0.003542210987257528,0.0013216562602311672,0.005911575989598029,0.6698288156583089,V,0.6698288156583089,V
4985-M221-MS28F-388R,11825.0,0.0,5259.0,6566.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005281282225553468,0.051986416390491924,0.03263827362602867,0.4612298011355662,0.4575160816318213,0.039300067647015414,0.08642659202432294,0.06671433389187673,0.012838717117528846,0.010277722791441563,0.0015867453661050095,0.08858058647050847,0.8993498295969585,V,0.8993498295969585,V
4985-M223-MS28F-388R,19549.0,19536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9980417807707996,0.891159465330676,0.00419419606481051,0.0015919383177020365,0.09691940271406986,0.001244184105699297,0.009608326976311104,0.039654761942090666,0.006159380109078922,0.026094723761306254,0.0024544925366190478,0.006447417937330277,0.02571059586617379,I-A,0.9980417807707996,I
4985-M225-MS28F-388R,14944.0,0.0,6486.0,0.0,0.0,0.0,0.0,0.0,6294.0,0.0,0.0,0.0,0.0,1103.0,0.0,0.0,0.0,71.0,0.0,59.0,0.0,0.0,488.0,0.0,0.0,34.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,40.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001588230523886475,0.0312936935974215,0.03502021397330185,0.4901930534380971,0.5281126331069247,0.0826076353562425,0.13806498465267406,0.08228703922855844,0.013360267803397712,0.00921187126895026,0.0008398224965621887,0.0998127638208221,0.1797441985773079,III-B,0.5281126331069247,III
4985-M226-MS28F-388R,14665.0,14215.0,0.0,75.0,0.0,0.0,317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9992826241777685,0.9073880652992365,0.00451570850480455,0.0017587292742065046,0.09876846495927492,0.0013173460497898355,0.010016600415570493,0.04227460552524217,0.016948131140804287,0.027156370286870294,0.004638688193942272,0.008534166206872655,0.028349172841784735,I-A,0.9992826241777685,I
