Feature ID,Domain,Phylum,Class,Order,Family,Genus,Species
18d0af16c1e322a1956009fcaa71258f,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_crispatus
9b0952f158a6a2b0d6a8f735cb3d995d,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_iners
65fb00b77af6bb7a59caaf74e6519422,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_crispatus
ac1de2fa939247f75a56f5e8215803a2,Bacteria, Actinobacteriota, Actinobacteria, Bifidobacteriales, Bifidobacteriaceae, Gardnerella, Gardnerella_vaginalis
c583691d16154c22f1e985ff3d44f05c,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus,
91b0cead3069c2e450af8f5cbe3ea57e,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_crispatus
7a63447fffea2c4969631e19584460fd,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_jensenii
d9a434a667126f26494305a1c78c0564,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_crispatus
2e3d9d9bfae5edb07ee776f657d70aeb,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_jensenii
ffb3318bac39456fc3debf213ffcdca1,Bacteria, Actinobacteriota, Coriobacteriia, Coriobacteriales, Atopobiaceae, Atopobium, Atopobium_vaginae
710aca53e431f873dede2efd73390dfc,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_jensenii
bfeaeba40cbdf555456909bc16cffe75,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_acidophilus
2b5776552cbe95d839015bf4e06897bc,Bacteria, Actinobacteriota, Actinobacteria, Bifidobacteriales, Bifidobacteriaceae, Gardnerella, uncultured_bacterium
9b2419de806cb2b1d38e045f88b976d8,Bacteria, Actinobacteriota, Actinobacteria, Bifidobacteriales, Bifidobacteriaceae, Bifidobacterium, Bifidobacterium_breve
5a5d2e4f6ea582ef87d693f762bf37e4,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_crispatus
21c53041b75f578dbd2e656554d064b9,Bacteria, Actinobacteriota, Actinobacteria, Bifidobacteriales, Bifidobacteriaceae, Bifidobacterium, Bifidobacterium_breve
108bbc82bb3e100cfcda5c256fe8cc1d,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_iners
0f8941ff5bbc5a875e4dd8545b9e9cd8,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_crispatus
93c85781c41d571399f4e1e957be76a0,Bacteria, Actinobacteriota, Actinobacteria, Bifidobacteriales, Bifidobacteriaceae, Bifidobacterium, Bifidobacterium_breve
1b14509b9a7d89b384033d90561b2ff0,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_crispatus
00d942a3a36bd1a4d3049d920830ee15,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_iners
11679e8173f4445721b2fcf2d2324c00,Bacteria, Actinobacteriota, Actinobacteria, Bifidobacteriales, Bifidobacteriaceae, Bifidobacterium, Bifidobacterium_longum
bb108e1238f03eea4c7660cd5d7c5462,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_iners
5743b7baf9bc44eb26107b7df8dd6991,Bacteria, Actinobacteriota, Actinobacteria, Bifidobacteriales, Bifidobacteriaceae, Gardnerella, Gardnerella_vaginalis
17ea4053c4da0fd94bbb32a9a4fffd7e,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_gasseri
24761f7c91fda1c3c7347b78947beb40,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_jensenii
863b23193a53bd12dac79dbc260d2619,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_crispatus
6bbc926187d6d66c924bd53c8287b776,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_crispatus
722ce141c0471f56a56a19627aac4052,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_gasseri
4173ea08de881ef6e66a5421ee2d3bc5,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_crispatus
2ba6abcfd80993b410b87473b0632b0e,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus,
ac1a03c1690d7e22ab174347d4b4acfb,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_jensenii
a296be5846627112643c756f16c7b4b6,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lacticaseibacillus, Lactobacillus_rhamnosus
909d7df0098b9edecc0926df49901a4f,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_gasseri
84a5ffa7ace587a1b7599b65399730ed,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_ultunensis
c22f65a6824d51b15d5e486daca668ef,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_iners
461ac052887294464285d4722c5c2920,Bacteria, Actinobacteriota, Actinobacteria, Bifidobacteriales, Bifidobacteriaceae, Bifidobacterium, Bifidobacterium_animalis
3f6e04746689c36c46fde381258b334e,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_iners
4c3e1e4f7c7e381c6ca8cc928ec58831,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_jensenii
320bdc5311435c5c02268eefa60d3b13,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_crispatus
93ed8f3721af5bdb2da245ac8b0dd0f0,Bacteria, Firmicutes, Clostridia, Lachnospirales, Lachnospiraceae, Shuttleworthia, uncultured_bacterium
a6885adbc431ae175417cdcdf3f42ca0,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_iners
6b40411d56dfe09b8aa7e2e661ecfc57,Bacteria, Actinobacteriota, Actinobacteria, Bifidobacteriales, Bifidobacteriaceae, Bifidobacterium, Bifidobacterium_breve
b5a8539a87e73e013cf0c58520d25222,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_iners
ed36e4d084dd9595a925ceacf04ab486,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_crispatus
343b96263bfd4533653dfb38b8d0035a,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_crispatus
a7cda01251d8f5d54a4546bc22cf8c32,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_crispatus
2d8dd1589ae4406119161aaca6aa0817,Bacteria, Actinobacteriota, Coriobacteriia, Coriobacteriales, Atopobiaceae, Atopobium, Lancefieldella_rimae
f11e767dde97399eb498f8b44c667abe,Bacteria, Actinobacteriota, Actinobacteria, Bifidobacteriales, Bifidobacteriaceae, Gardnerella, Gardnerella_vaginalis
6ac2f4da6d89c3bd73fd8a5feecb412c,Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Prevotellaceae, Prevotella, Prevotella_timonensis
897700b7e928773915ab048cd95d4d95,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_iners
8d1fbc9459922316215d5a82e3592d08,Bacteria, Firmicutes, Bacilli, Lactobacillales, Aerococcaceae, Aerococcus, Aerococcus_christensenii
b79a59c13d5c9f2d5155f528cd14c13b,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_crispatus
d7cd21c0ab8a510ced175e0cb3d43e6b,Bacteria, Firmicutes, Negativicutes, Veillonellales-Selenomonadales, Veillonellaceae, Megasphaera, unidentified
d34e5c3bcb79cf2f301aa11c5b89737a,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_iners
e9fa21a7a781f20eed7e19c2a9470fe5,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_iners
5e7f43c0834da4f52fc758f7e040bc3f,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_crispatus
55fde230ee5039c21617c76854f4c4f1,Bacteria, Actinobacteriota, Actinobacteria, Bifidobacteriales, Bifidobacteriaceae, Bifidobacterium, Bifidobacterium_breve
c480b77a8d98d69ae4089d0404660adc,Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Prevotellaceae, Prevotella, Prevotella_bivia
38c2b504747aeabb6d7d0a793a65850f,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_iners
da6cf57ab126c93ad75df26d1e371527,Bacteria, Actinobacteriota, Actinobacteria, Micrococcales, Micrococcaceae, Rothia, Rothia_mucilaginosa
c2a7d1cb1864e4e30d3601b832d6a21b,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_iners
d9d00fcb3208c664a71d87fbd65eab65,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_crispatus
c9e7e08ea36c840404cfb0d21f6f56ff,Bacteria, Firmicutes, Clostridia, Lachnospirales, Lachnospiraceae, Shuttleworthia, uncultured_bacterium
17824498c6197c2669fffe55f682c72f,Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Prevotellaceae, Prevotella, Prevotella_timonensis
bd89235d091f4a38c1d533bdd38b9642,Bacteria, Actinobacteriota, Actinobacteria, Bifidobacteriales, Bifidobacteriaceae, Gardnerella, Gardnerella_vaginalis
f43eb404b918cb1ea74217881cc76e91,Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Prevotellaceae, Prevotella, Prevotella_amnii
8b4cc30dabc8ddb589da1256cd0358e8,Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Prevotellaceae, Prevotella, Prevotella_timonensis
f51c103020576d23d2f607407b992789,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, Streptococcus_salivarius
75677bec6cb126e0c1c6171b8d825ba4,Bacteria, Patescibacteria, Saccharimonadia, Saccharimonadales, Saccharimonadales, Saccharimonadales, uncultured_bacterium
69dcd87163118f7c63154babb442b399,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_crispatus
a4e0b2b4771aff30d03b75a270f7f676,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_crispatus
162ad9d7efc69386ee462d4d9947de13,Bacteria, Actinobacteriota, Actinobacteria, Bifidobacteriales, Bifidobacteriaceae, Gardnerella,
e677525467a653ad64ef9c8381517e11,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus,
cc74d69100ff1808e57bf02f198daeb0,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_iners
cd5768249a4b4d18cc28a53cf0f128f8,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_gasseri
e49dc3a9e2bfd275e9882e20be3bbad6,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_crispatus
cc7cc04eb2e832ac2646cc36fa5e5c7f,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_iners
98d96123ac15da674275b07eba76382d,Bacteria, Firmicutes, Clostridia, Peptostreptococcales-Tissierellales, Family_XI, Finegoldia, Finegoldia_magna
9d8473ab37ad2d151ce206c7b0124da1,Bacteria, Actinobacteriota, Actinobacteria, Bifidobacteriales, Bifidobacteriaceae, Bifidobacterium, Bifidobacterium_dentium
79bbefcb7d853823fcf755f193b75509,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus,
bf2fa2eb9f016dfe9236a9412d513b48,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_jensenii
8b2389d74d7324c3574f876577c77fc1,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_crispatus
0538224b8303db20d2548561d3aef8be,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactiplantibacillus,
72d733f6aa71306289a089bef00326ee,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_iners
c8d10152fea46205802cf3ce289fa392,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus,
683f9a30a790eb8cd1ea879c50b6f3ec,Bacteria, Firmicutes, Bacilli, Lactobacillales, Enterococcaceae, Enterococcus, Enterococcus_faecalis
898d82b8c1d0eec8a4d4b2fad12af2ea,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_crispatus
48e62484ee0870785c312e4049102162,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactiplantibacillus,
be7040ea9de78a0d6e616be63aaa3b44,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus,
181ead76d1def26bceb87a43bc2c7ef5,Bacteria, Firmicutes, Clostridia, Lachnospirales, Lachnospiraceae, Shuttleworthia, uncultured_bacterium
c2e44bb666bf5be0ba0e3b75a402ce08,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, Streptococcus_anginosus
a5446f83eed3b6aaa70d8100fe0253dd,Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Prevotellaceae, Prevotella, Prevotella_colorans
c0f11ce4bdb4a2a547b5a7d8402dcf43,Bacteria, Actinobacteriota, Actinobacteria, Bifidobacteriales, Bifidobacteriaceae, Gardnerella, Gardnerella_vaginalis
9afb35e261d544d4dba289782c120c64,Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Prevotellaceae, Prevotella, Prevotella_bivia
e772110b57cc54c0e9dd12e5ffe39272,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_jensenii
ff5418090eb5b67713ee395662c9f554,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus,
aa64f77ffe56cbbb9d68b353397a36e1,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus,
69f4aad7b9b299ac312a11c918464ec7,Bacteria, Actinobacteriota, Actinobacteria, Bifidobacteriales, Bifidobacteriaceae, Alloscardovia, Alloscardovia_macacae
b60266600b3b491d26d8581212008c29,Bacteria, Actinobacteriota, Actinobacteria, Bifidobacteriales, Bifidobacteriaceae, Bifidobacterium, Bifidobacterium_breve
dc8277d33cc61cb907053862ef336911,Bacteria, Fusobacteriota, Fusobacteriia, Fusobacteriales, Leptotrichiaceae, Sneathia, Sneathia_amnii
ae426d6e86d5c26c484862949885d5ff,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_iners
c4adbd4b5a676d0cf551557d4fbdfd48,Bacteria, Firmicutes, Clostridia, Peptostreptococcales-Tissierellales, Family_XI, Finegoldia, Finegoldia_magna
f80a668f32b8c6025fda5f8d6e4e62bc,Bacteria, Actinobacteriota, Actinobacteria, Actinomycetales, Actinomycetaceae, Mobiluncus, Mobiluncus_mulieris
af3251f3e24921743780b3ee8bc35d7f,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_crispatus
c8b61ab23cb77574f192681979937254,Bacteria, Actinobacteriota, Actinobacteria, Bifidobacteriales, Bifidobacteriaceae, Bifidobacterium, Bifidobacterium_breve
c0e7e788764faefc5bbc1ede16cf97e2,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_gasseri
0353ebb344029b0f70d2eb75dc3b0801,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, Streptococcus_mitis
50503f9578cdbe5967c44d357043cf6f,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, Streptococcus_agalactiae
f99581609488921de760fad7eec918fe,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus,
4084d2d25abfc78cccd623247410e509,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_jensenii
793177bbffb057bbf3614e308ea19ed7,Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Prevotellaceae, Prevotella, Prevotella_timonensis
1fd3a64e69f1eb6a779d23ba9ffbb5e1,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_crispatus
02843018af840a885cb28ebd1f4d68b1,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Limosilactobacillus,
87b3e55ef63dcca9506640743c2a3403,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_iners
2cac2a308a6d88941c8d471c5b6595e6,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactiplantibacillus, Lactobacillus_plantarum
b0f892e875fdf728a64bb71dc7db1d39,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactiplantibacillus,
1e64682a9ce9a3b38448f7d3160e0a26,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lacticaseibacillus, Lactobacillus_rhamnosus
ceeebd4c16ef015783ad047b502edb7c,Bacteria, Actinobacteriota, Actinobacteria, Actinomycetales, Actinomycetaceae, Actinomyces, Actinomyces_neuii
bc30b9e7477216284b6974bfb8097e6c,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Limosilactobacillus,
3cbbe68ca8930af3b27c233cd6d7726e,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_iners
590d3015905dca5e037ecb111bbea238,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lacticaseibacillus, Lactobacillus_rhamnosus
26deb15ff1f4400e6b174142c2aac173,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_crispatus
c7df22700d760e4d38318a4a2a480507,Bacteria, Firmicutes, Negativicutes, Veillonellales-Selenomonadales, Veillonellaceae, Megasphaera, unidentified
db7cdb9b2b94afa6c3da5d70418c4926,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_crispatus
82772065320a2f2bcc3e90d08936e0ea,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_crispatus
4ddce8f057ec1db315749a17e8b0964a,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus,
6d4514dee62e145f32b0abecacdabbba,Bacteria, Firmicutes, Clostridia, Oscillospirales, Hungateiclostridiaceae, Fastidiosipila, Clostridiales_bacterium
9d5ce9a640cfccf09420c618551248f6,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_crispatus
94124ec89b823da029fdd493f88ad6e2,Bacteria, Actinobacteriota, Actinobacteria, Bifidobacteriales, Bifidobacteriaceae, Gardnerella, Gardnerella_vaginalis
fde479bdb5a65ef8e0946d0a0033296f,Bacteria, Firmicutes, Bacilli, Mycoplasmatales, Mycoplasmataceae, Ureaplasma, Ureaplasma_parvum
b68f28afabcfef2b2c40fa3f07320ccc,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_helveticus
9ebd46b037a3ce67a90a617f0e76acb8,Bacteria, Actinobacteriota, Actinobacteria, Bifidobacteriales, Bifidobacteriaceae, Gardnerella, Gardnerella_vaginalis
57dd39b32c719976f5efa81f29440c0d,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_crispatus
85e5f86e83a386e502744d28b105f682,Bacteria, Firmicutes, Clostridia, Peptostreptococcales-Tissierellales, Family_XI, Parvimonas, Tissierellia_bacterium
e68b07eb5f7d0c72b88fecb36f35d61f,Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Prevotellaceae, Prevotella, Prevotella_timonensis
7567a95debef0bccc6d984fa383035ee,Bacteria, Actinobacteriota, Actinobacteria, Bifidobacteriales, Bifidobacteriaceae, Bifidobacterium, Bifidobacterium_longum
7c1f5f45c350c479e96729ad6724353d,Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Prevotellaceae, Prevotella_7, Prevotella_melaninogenica
c6ff77ea86507005ad51db454b79c2ac,Bacteria, Firmicutes, Clostridia, Peptostreptococcales-Tissierellales, Family_XI, Anaerococcus, Anaerococcus_tetradius
7617303293b46918286545073e23842d,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_iners
0dc529ef5c8e721cceab9d0f7295210d,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_crispatus
31e9d653cae3f8b23da64de4a32b920b,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_iners
e0e84be771b2d38ecf9ac13e388c0add,Bacteria, Actinobacteriota, Actinobacteria, Bifidobacteriales, Bifidobacteriaceae, Gardnerella, uncultured_bacterium
19d5a5f6cd0079d64482b9472adaee93,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_crispatus
e41bad2a99078f6df5a906aa1182480f,Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Prevotellaceae, Prevotella, Prevotella_timonensis
6f3475bb91cc1c8a4c9b8d443bf5bafd,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Limosilactobacillus,
f74659803dfd1c01573debe42b635852,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_crispatus
40875e0b0d37bb5e5c9c33af39b7975b,Bacteria, Firmicutes, Negativicutes, Veillonellales-Selenomonadales, Veillonellaceae, Dialister, Veillonellaceae_bacterium
5e01553688b479b54cff72fcf8aaa849,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_iners
9e98cdff9e7658cc474acae551e16f62,Bacteria, Firmicutes, Clostridia, Peptostreptococcales-Tissierellales, Family_XI, Peptoniphilus, uncultured_bacterium
90c659fcc3c7d085a365871435a2c5f4,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus,
0982498eb9501ae32ec13d6187215dde,Bacteria, Firmicutes, Clostridia, Lachnospirales, Lachnospiraceae, Shuttleworthia, uncultured_bacterium
6a9fbe6a3058dd6000895624d6c48008,Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Prevotellaceae, Prevotella, Prevotella_timonensis
b2ddda76f787a47da8cdf097a514f915,Bacteria, Firmicutes, Clostridia, Lachnospirales, Lachnospiraceae, Shuttleworthia, uncultured_bacterium
19bc4e640d3cd6e289960b0650dc90a7,Bacteria, Firmicutes, Clostridia, Peptostreptococcales-Tissierellales, Family_XI, Peptoniphilus, uncultured_bacterium
0e4937e83f039f7eb35b0095b2a65bcc,Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Prevotellaceae, Prevotella, Prevotella_amnii
364aca6c1f5b4bfbdfdef74c98cc0e2e,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, Streptococcus_parasanguinis
317ed0e53757ef5c3c701280fa67950b,Bacteria, Actinobacteriota, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium, Corynebacterium_tuberculostearicum
94e4be25554dbf5b8ab675cf9a830af0,Bacteria, Actinobacteriota, Actinobacteria, Bifidobacteriales, Bifidobacteriaceae, Bifidobacterium, Bifidobacterium_breve
e393e2f656d19348609e73e53fe2519f,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_iners
595517a09bda2a0e2e544f41011f8772,Bacteria, Actinobacteriota, Coriobacteriia, Coriobacteriales, Atopobiaceae, Atopobium, Atopobium_vaginae
61fdd897e0475c5db348f91ba83be06c,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lacticaseibacillus, Lactobacillus_rhamnosus
16c90f7b69b8b1eaa98fd96cf10a7a5a,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, Streptococcus_salivarius
154efdd2e3b17533c77871eb8a321319,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Limosilactobacillus, uncultured_bacterium
8b51ec8f032c7d33aee1deb479467de5,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus,
79e7eff51867f0d403acfd180ecaeb7c,Bacteria, Actinobacteriota, Coriobacteriia, Coriobacteriales, Atopobiaceae, Atopobium, Atopobium_vaginae
b1a394d813ea95147b82ffd66bd0399f,Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Porphyromonadaceae, Porphyromonas, Porphyromonas_uenonis
fd88b600a655c64c2259e7984a74aaed,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Lactobacillus_jensenii
986c184c64268601b67a0ad145d3d9d7,Bacteria, Firmicutes, Negativicutes, Veillonellales-Selenomonadales, Veillonellaceae, Dialister, Dialister_micraerophilus
74799bf70f3d370e9a81f2e6caf882ca,Bacteria, Actinobacteriota, Coriobacteriia, Coriobacteriales, Atopobiaceae, Atopobium, Atopobium_vaginae
9fecf5ebab8cf984818341419df2add2,Bacteria, Actinobacteriota, Coriobacteriia, Coriobacteriales, Eggerthellaceae, DNF00809, Coriobacteriales_bacterium
2c1e14b206ef15d50390fb6a29581471,Bacteria, Actinobacteriota, Actinobacteria, Actinomycetales, Actinomycetaceae, Actinomyces, Actinomyces_neuii
4e05e227a83d12fb4bcf756728d60f08,Bacteria, Firmicutes, Bacilli, Lactobacillales, Enterococcaceae, Enterococcus, Enterococcus_faecalis
64dfd257413618d54e4bd62c0693d49d,Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Prevotellaceae, Prevotella_7, uncultured_bacterium
f20f1ee39eed1c771ed2c2d0893c0f7e,Bacteria, Bacteroidota, Bacteroidia, Bacteroidales, Prevotellaceae, Prevotella, Prevotella_bivia
